食材,风味物质及英文名,风味描述
苹果,2-戊醇(2-pentanol)​,杂醇油味
苹果,2-戊醇(2-pentanol)​,生青味
虾,2-戊醇(2-pentanol)​,杂醇油味
虾,2-戊醇(2-pentanol)​,生青味
鲜奶油,2-戊醇(2-pentanol)​,杂醇油味
鲜奶油,2-戊醇(2-pentanol)​,生青味
可可,"2-乙基-3,5-二甲基吡嗪(2-ethyl-3,5-dimethylpyrazine)​​",薯片味
椰子,2-乙酰吡咯(2-acetylpyrrole),可可味
椰子,2-乙酰吡咯(2-acetylpyrrole),坚果味
椰子,2-乙酰吡咯(2-acetylpyrrole),核桃味
椰子,2-乙酰吡咯(2-acetylpyrrole),甘草味
椰子,2-乙酰吡咯(2-acetylpyrrole),面包味
芦笋,2-乙酰吡咯(2-acetylpyrrole),可可味
芦笋,2-乙酰吡咯(2-acetylpyrrole),坚果味
芦笋,2-乙酰吡咯(2-acetylpyrrole),核桃味
芦笋,2-乙酰吡咯(2-acetylpyrrole),甘草味
芦笋,2-乙酰吡咯(2-acetylpyrrole),面包味
菇类,2-乙酰吡咯(2-acetylpyrrole),可可味
菇类,2-乙酰吡咯(2-acetylpyrrole),坚果味
菇类,2-乙酰吡咯(2-acetylpyrrole),核桃味
菇类,2-乙酰吡咯(2-acetylpyrrole),甘草味
菇类,2-乙酰吡咯(2-acetylpyrrole),面包味
薯片,2-乙酰吡咯(2-acetylpyrrole),可可味
薯片,2-乙酰吡咯(2-acetylpyrrole),坚果味
薯片,2-乙酰吡咯(2-acetylpyrrole),核桃味
薯片,2-乙酰吡咯(2-acetylpyrrole),甘草味
薯片,2-乙酰吡咯(2-acetylpyrrole),面包味
黄豆,2-乙酰吡咯(2-acetylpyrrole),可可味
黄豆,2-乙酰吡咯(2-acetylpyrrole),坚果味
黄豆,2-乙酰吡咯(2-acetylpyrrole),核桃味
黄豆,2-乙酰吡咯(2-acetylpyrrole),甘草味
黄豆,2-乙酰吡咯(2-acetylpyrrole),面包味
米,2-乙酰基-1-吡咯啉(2-acetyl-1-pyrroline),坚果味
米,2-乙酰基-1-吡咯啉(2-acetyl-1-pyrroline),油味
米,2-乙酰基-1-吡咯啉(2-acetyl-1-pyrroline),焙火香
米,2-乙酰基-1-吡咯啉(2-acetyl-1-pyrroline),爆米花味
花生,2-乙酰基-1-吡咯啉(2-acetyl-1-pyrroline),坚果味
花生,2-乙酰基-1-吡咯啉(2-acetyl-1-pyrroline),油味
花生,2-乙酰基-1-吡咯啉(2-acetyl-1-pyrroline),焙火香
花生,2-乙酰基-1-吡咯啉(2-acetyl-1-pyrroline),爆米花味
鸡蛋,2-乙酰基-1-吡咯啉(2-acetyl-1-pyrroline),坚果味
鸡蛋,2-乙酰基-1-吡咯啉(2-acetyl-1-pyrroline),油味
鸡蛋,2-乙酰基-1-吡咯啉(2-acetyl-1-pyrroline),焙火香
鸡蛋,2-乙酰基-1-吡咯啉(2-acetyl-1-pyrroline),爆米花味
花生,2-异丙基-3-甲氧基吡嗪(2-isopropyl-3-methoxypyrazine)​​,土壤味
花生,2-异丙基-3-甲氧基吡嗪(2-isopropyl-3-methoxypyrazine)​​,榛果味
花生,2-异丙基-3-甲氧基吡嗪(2-isopropyl-3-methoxypyrazine)​​,甜椒味
花生,2-异丙基-3-甲氧基吡嗪(2-isopropyl-3-methoxypyrazine)​​,生青味
花生,2-异丙基-3-甲氧基吡嗪(2-isopropyl-3-methoxypyrazine)​​,豌豆味
芸薹属甘蓝类-花,3-丁烯基异硫氰酸酯(3-butenylisothiocyanate)​​,呛辣味
芸薹属甘蓝类-花,3-丁烯基异硫氰酸酯(3-butenylisothiocyanate)​​,生青味
芸薹属甘蓝类-花,3-丁烯基异硫氰酸酯(3-butenylisothiocyanate)​​,硫磺味
豌豆类,3-甲基-2-甲氧基吡嗪(3-isopropyl-2-methoxypyrazine)​,土壤味
豌豆类,3-甲基-2-甲氧基吡嗪(3-isopropyl-2-methoxypyrazine)​,榛果味
豌豆类,3-甲基-2-甲氧基吡嗪(3-isopropyl-2-methoxypyrazine)​,甜椒味
豌豆类,3-甲基-2-甲氧基吡嗪(3-isopropyl-2-methoxypyrazine)​,生青味
榛果,3-甲基-4-庚酮(3-methyl-4-heptanone)​​,果香
榛果,3-甲基-4-庚酮(3-methyl-4-heptanone)​​,榛果味
可可,3-甲基丁酸(3-methylbutanoic acid)​​,排泄物味
可可,3-甲基丁酸(3-methylbutanoic acid)​​,树脂味
可可,3-甲基丁酸(3-methylbutanoic acid)​​,汗味
可可,3-甲基丁酸(3-methylbutanoic acid)​​,腐败水果味
可可,3-甲基丁酸(3-methylbutanoic acid)​​,起司味
牛肉,3-甲基丁酸(3-methylbutanoic acid)​​,排泄物味
牛肉,3-甲基丁酸(3-methylbutanoic acid)​​,树脂味
牛肉,3-甲基丁酸(3-methylbutanoic acid)​​,汗味
牛肉,3-甲基丁酸(3-methylbutanoic acid)​​,腐败水果味
牛肉,3-甲基丁酸(3-methylbutanoic acid)​​,起司味
菇类,3-辛醇(3-octanol),坚果味
菇类,3-辛醇(3-octanol),柑橘味
菇类,3-辛醇(3-octanol),油味
菇类,3-辛醇(3-octanol),苔藓味
菇类,3-辛醇(3-octanol),菇味
豌豆类,3-仲丁基-2-甲氧基吡嗪(3-sec-butyl-2-methoxypyrazine),土壤味
豌豆类,3-仲丁基-2-甲氧基吡嗪(3-sec-butyl-2-methoxypyrazine),甜椒味
豌豆类,3-仲丁基-2-甲氧基吡嗪(3-sec-butyl-2-methoxypyrazine),生青味
豌豆类,3-仲丁基-2-甲氧基吡嗪(3-sec-butyl-2-methoxypyrazine),胡萝卜味
可可,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),可可味
可可,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),坚果味
可可,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),油脂味
可可,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),焙火香
可可,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),爆米花味
榛果,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),可可味
榛果,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),坚果味
榛果,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),油脂味
榛果,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),焙火香
榛果,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),爆米花味
猪肉,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),可可味
猪肉,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),坚果味
猪肉,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),油脂味
猪肉,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),焙火香
猪肉,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),爆米花味
百香果,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),可可味
百香果,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),坚果味
百香果,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),油脂味
百香果,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),焙火香
百香果,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),爆米花味
韭葱,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),可可味
韭葱,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),坚果味
韭葱,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),油脂味
韭葱,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),焙火香
韭葱,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),爆米花味
龙舌兰酒,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),可可味
龙舌兰酒,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),坚果味
龙舌兰酒,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),油脂味
龙舌兰酒,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),焙火香
龙舌兰酒,4-甲基-5-乙烯基噻唑(4-methyl-5-vinylthiazole),爆米花味
甜菜根,4-甲基吡啶(4-methylpyridine),​​灰烬味
甜菜根,4-甲基吡啶(4-methylpyridine),汗味
奥勒冈,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
奥勒冈,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
奥勒冈,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
奥勒冈,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
奥勒冈,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
接骨木莓,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
接骨木莓,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
接骨木莓,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
接骨木莓,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
接骨木莓,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
牛肉,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
牛肉,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
牛肉,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
牛肉,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
牛肉,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
玉米,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
玉米,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
玉米,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
玉米,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
玉米,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
羊肉,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
羊肉,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
羊肉,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
羊肉,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
羊肉,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
芦笋,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
芦笋,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
芦笋,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
芦笋,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
芦笋,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
菇类,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
菇类,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
菇类,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
菇类,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
菇类,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
葡萄,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
葡萄,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
葡萄,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
葡萄,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
葡萄,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
葫芦巴,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
葫芦巴,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
葫芦巴,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
葫芦巴,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
葫芦巴,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
虾,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
虾,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
虾,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
虾,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
虾,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
西洋菜,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
西洋菜,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
西洋菜,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
西洋菜,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
西洋菜,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
豆类,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
豆类,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
豆类,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
豆类,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
豆类,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
辣椒,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,可可味
辣椒,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,杏桃味
辣椒,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,桃子味
辣椒,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,椰子味
辣椒,4-羟基壬酸内酯(4-hydroxynonanoic acid，lactone)​,甜香
咖啡,4-乙烯愈创木酚(4-vinylguaiacol),丁香味
咖啡,4-乙烯愈创木酚(4-vinylguaiacol),咖喱味
咖啡,4-乙烯愈创木酚(4-vinylguaiacol),烟熏味
咖啡,4-乙烯愈创木酚(4-vinylguaiacol),辛香味
啤酒,4-乙烯愈创木酚(4-vinylguaiacol),丁香味
啤酒,4-乙烯愈创木酚(4-vinylguaiacol),咖喱味
啤酒,4-乙烯愈创木酚(4-vinylguaiacol),烟熏味
啤酒,4-乙烯愈创木酚(4-vinylguaiacol),辛香味
圆叶当归,4-乙烯愈创木酚(4-vinylguaiacol),丁香味
圆叶当归,4-乙烯愈创木酚(4-vinylguaiacol),咖喱味
圆叶当归,4-乙烯愈创木酚(4-vinylguaiacol),烟熏味
圆叶当归,4-乙烯愈创木酚(4-vinylguaiacol),辛香味
柑橘类,4-乙烯愈创木酚(4-vinylguaiacol),丁香味
柑橘类,4-乙烯愈创木酚(4-vinylguaiacol),咖喱味
柑橘类,4-乙烯愈创木酚(4-vinylguaiacol),烟熏味
柑橘类,4-乙烯愈创木酚(4-vinylguaiacol),辛香味
猪肉,4-乙烯愈创木酚(4-vinylguaiacol),丁香味
猪肉,4-乙烯愈创木酚(4-vinylguaiacol),咖喱味
猪肉,4-乙烯愈创木酚(4-vinylguaiacol),烟熏味
猪肉,4-乙烯愈创木酚(4-vinylguaiacol),辛香味
米,4-乙烯愈创木酚(4-vinylguaiacol),丁香味
米,4-乙烯愈创木酚(4-vinylguaiacol),咖喱味
米,4-乙烯愈创木酚(4-vinylguaiacol),烟熏味
米,4-乙烯愈创木酚(4-vinylguaiacol),辛香味
胡萝卜,4-乙烯愈创木酚(4-vinylguaiacol),丁香味
胡萝卜,4-乙烯愈创木酚(4-vinylguaiacol),咖喱味
胡萝卜,4-乙烯愈创木酚(4-vinylguaiacol),烟熏味
胡萝卜,4-乙烯愈创木酚(4-vinylguaiacol),辛香味
芦笋,4-乙烯愈创木酚(4-vinylguaiacol),丁香味
芦笋,4-乙烯愈创木酚(4-vinylguaiacol),咖喱味
芦笋,4-乙烯愈创木酚(4-vinylguaiacol),烟熏味
芦笋,4-乙烯愈创木酚(4-vinylguaiacol),辛香味
苹果酒,4-乙烯愈创木酚(4-vinylguaiacol),丁香味
苹果酒,4-乙烯愈创木酚(4-vinylguaiacol),咖喱味
苹果酒,4-乙烯愈创木酚(4-vinylguaiacol),烟熏味
苹果酒,4-乙烯愈创木酚(4-vinylguaiacol),辛香味
鱼,4-乙烯愈创木酚(4-vinylguaiacol),丁香味
鱼,4-乙烯愈创木酚(4-vinylguaiacol),咖喱味
鱼,4-乙烯愈创木酚(4-vinylguaiacol),烟熏味
鱼,4-乙烯愈创木酚(4-vinylguaiacol),辛香味
鼠尾草,4-乙烯愈创木酚(4-vinylguaiacol),丁香味
鼠尾草,4-乙烯愈创木酚(4-vinylguaiacol),咖喱味
鼠尾草,4-乙烯愈创木酚(4-vinylguaiacol),烟熏味
鼠尾草,4-乙烯愈创木酚(4-vinylguaiacol),辛香味
甲壳类,"5,6-二氢-5-甲基-4H-1,3,5-二噻嗪(5,6-Dihydro-5-methyl-4H-1,3,5-dithiazine)",海鲜味
甲壳类,"5,6-二氢-5-甲基-4H-1,3,5-二噻嗪(5,6-Dihydro-5-methyl-4H-1,3,5-dithiazine)",炒洋葱味
甲壳类,"5,6-二氢-5-甲基-4H-1,3,5-二噻嗪(5,6-Dihydro-5-methyl-4H-1,3,5-dithiazine)",硫磺味
甲壳类,"5,6-二氢-5-甲基-4H-1,3,5-二噻嗪(5,6-Dihydro-5-methyl-4H-1,3,5-dithiazine)",肉味
甲壳类,"5,6-二氢-5-甲基-4H-1,3,5-二噻嗪(5,6-Dihydro-5-methyl-4H-1,3,5-dithiazine)",韭葱味
甲壳类,"5,6-二氢-5-甲基-4H-1,3,5-二噻嗪(5,6-Dihydro-5-methyl-4H-1,3,5-dithiazine)",鲜咸味
咖啡,5-甲糠醛(5-methylfurfural),杏仁味
咖啡,5-甲糠醛(5-methylfurfural),烤大蒜味
咖啡,5-甲糠醛(5-methylfurfural),焦糖味
咖啡,5-甲糠醛(5-methylfurfural),辛香味
咖啡,5-甲糠醛(5-methylfurfural),高温烹煮味
无花果,5-甲糠醛(5-methylfurfural),杏仁味
无花果,5-甲糠醛(5-methylfurfural),烤大蒜味
无花果,5-甲糠醛(5-methylfurfural),焦糖味
无花果,5-甲糠醛(5-methylfurfural),辛香味
无花果,5-甲糠醛(5-methylfurfural),高温烹煮味
朗姆酒,5-甲糠醛(5-methylfurfural),杏仁味
朗姆酒,5-甲糠醛(5-methylfurfural),烤大蒜味
朗姆酒,5-甲糠醛(5-methylfurfural),焦糖味
朗姆酒,5-甲糠醛(5-methylfurfural),辛香味
朗姆酒,5-甲糠醛(5-methylfurfural),高温烹煮味
柳橙,5-甲糠醛(5-methylfurfural),杏仁味
柳橙,5-甲糠醛(5-methylfurfural),烤大蒜味
柳橙,5-甲糠醛(5-methylfurfural),焦糖味
柳橙,5-甲糠醛(5-methylfurfural),辛香味
柳橙,5-甲糠醛(5-methylfurfural),高温烹煮味
椰子,5-甲糠醛(5-methylfurfural),杏仁味
椰子,5-甲糠醛(5-methylfurfural),烤大蒜味
椰子,5-甲糠醛(5-methylfurfural),焦糖味
椰子,5-甲糠醛(5-methylfurfural),辛香味
椰子,5-甲糠醛(5-methylfurfural),高温烹煮味
焦糖,5-甲糠醛(5-methylfurfural),杏仁味
焦糖,5-甲糠醛(5-methylfurfural),烤大蒜味
焦糖,5-甲糠醛(5-methylfurfural),焦糖味
焦糖,5-甲糠醛(5-methylfurfural),辛香味
焦糖,5-甲糠醛(5-methylfurfural),高温烹煮味
牛肉,5-甲糠醛(5-methylfurfural),杏仁味
牛肉,5-甲糠醛(5-methylfurfural),烤大蒜味
牛肉,5-甲糠醛(5-methylfurfural),焦糖味
牛肉,5-甲糠醛(5-methylfurfural),辛香味
牛肉,5-甲糠醛(5-methylfurfural),高温烹煮味
玉米,5-甲糠醛(5-methylfurfural),杏仁味
玉米,5-甲糠醛(5-methylfurfural),烤大蒜味
玉米,5-甲糠醛(5-methylfurfural),焦糖味
玉米,5-甲糠醛(5-methylfurfural),辛香味
玉米,5-甲糠醛(5-methylfurfural),高温烹煮味
罗望子,5-甲糠醛(5-methylfurfural),杏仁味
罗望子,5-甲糠醛(5-methylfurfural),烤大蒜味
罗望子,5-甲糠醛(5-methylfurfural),焦糖味
罗望子,5-甲糠醛(5-methylfurfural),辛香味
罗望子,5-甲糠醛(5-methylfurfural),高温烹煮味
胡萝卜,5-甲糠醛(5-methylfurfural),杏仁味
胡萝卜,5-甲糠醛(5-methylfurfural),烤大蒜味
胡萝卜,5-甲糠醛(5-methylfurfural),焦糖味
胡萝卜,5-甲糠醛(5-methylfurfural),辛香味
胡萝卜,5-甲糠醛(5-methylfurfural),高温烹煮味
香蕉,5-甲糠醛(5-methylfurfural),杏仁味
香蕉,5-甲糠醛(5-methylfurfural),烤大蒜味
香蕉,5-甲糠醛(5-methylfurfural),焦糖味
香蕉,5-甲糠醛(5-methylfurfural),辛香味
香蕉,5-甲糠醛(5-methylfurfural),高温烹煮味
马铃薯,5-甲糠醛(5-methylfurfural),杏仁味
马铃薯,5-甲糠醛(5-methylfurfural),烤大蒜味
马铃薯,5-甲糠醛(5-methylfurfural),焦糖味
马铃薯,5-甲糠醛(5-methylfurfural),辛香味
马铃薯,5-甲糠醛(5-methylfurfural),高温烹煮味
焦糖,5-羟甲糠醛(5-[hydroxymethyl]furfural)​​,厚纸板味
焦糖,5-羟甲糠醛(5-[hydroxymethyl]furfural)​​,发酵中葡萄汁味
焦糖,5-羟甲糠醛(5-[hydroxymethyl]furfural)​​,油脂味
焦糖,5-羟甲糠醛(5-[hydroxymethyl]furfural)​​,焦糖味
焦糖,5-羟甲糠醛(5-[hydroxymethyl]furfural)​​,辛香味
甲壳类,"N,N-二甲基丁胺(N,N-dimethyl-1-butanamine)​​",鱼味
开心果,α-萜品烯(alpha-terpinene),塑料味
开心果,α-萜品烯(alpha-terpinene),木质味
开心果,α-萜品烯(alpha-terpinene),松香味
开心果,α-萜品烯(alpha-terpinene),柠檬味
开心果,α-萜品烯(alpha-terpinene),甜香
开心果,α-萜品烯(alpha-terpinene),莓果味
胡萝卜,α-萜品烯(alpha-terpinene),塑料味
胡萝卜,α-萜品烯(alpha-terpinene),木质味
胡萝卜,α-萜品烯(alpha-terpinene),松香味
胡萝卜,α-萜品烯(alpha-terpinene),柠檬味
胡萝卜,α-萜品烯(alpha-terpinene),甜香
胡萝卜,α-萜品烯(alpha-terpinene),莓果味
黑莓,α-萜品烯(alpha-terpinene),塑料味
黑莓,α-萜品烯(alpha-terpinene),木质味
黑莓,α-萜品烯(alpha-terpinene),松香味
黑莓,α-萜品烯(alpha-terpinene),柠檬味
黑莓,α-萜品烯(alpha-terpinene),甜香
黑莓,α-萜品烯(alpha-terpinene),莓果味
莴苣,α-异兰烯(alpha-copaene)​​,木质味
莴苣,α-异兰烯(alpha-copaene)​​,辛香味
姜,β-倍半水芹烯(beta-sesquiphellandrene)​​,木质味
柑橘类,β-香柠檬烯(beta-bergamotene)​,茶香
红石榴,β-香柠檬烯(beta-bergamotene)​,茶香
罗勒,β-香柠檬烯(beta-bergamotene)​,茶香
胡萝卜,β-香柠檬烯(beta-bergamotene)​,茶香
茄子,β-香柠檬烯(beta-bergamotene)​,茶香
黑胡椒,β-香柠檬烯(beta-bergamotene)​,茶香
大蒜,苯胺(aniline),呛辣味
甜菜根,苯胺(aniline),呛辣味
苹果,苯胺(aniline),呛辣味
荞麦,苯胺(aniline),呛辣味
萝卜,苯胺(aniline),呛辣味
葫芦巴,苯胺(aniline),呛辣味
乳制品,丙酮(acetone),乙醚味
乳制品,丙酮(acetone),化学药品味
乳制品,丙酮(acetone),反胃感
乳制品,丙酮(acetone),呛辣味
大蒜,丙酮(acetone),乙醚味
大蒜,丙酮(acetone),化学药品味
大蒜,丙酮(acetone),反胃感
大蒜,丙酮(acetone),呛辣味
姜,丙酮(acetone),乙醚味
姜,丙酮(acetone),化学药品味
姜,丙酮(acetone),反胃感
姜,丙酮(acetone),呛辣味
松露,丙酮(acetone),乙醚味
松露,丙酮(acetone),化学药品味
松露,丙酮(acetone),反胃感
松露,丙酮(acetone),呛辣味
牛油果,丙酮(acetone),乙醚味
牛油果,丙酮(acetone),化学药品味
牛油果,丙酮(acetone),反胃感
牛油果,丙酮(acetone),呛辣味
胡萝卜,丙酮(acetone),乙醚味
胡萝卜,丙酮(acetone),化学药品味
胡萝卜,丙酮(acetone),反胃感
胡萝卜,丙酮(acetone),呛辣味
芹菜,丙酮(acetone),乙醚味
芹菜,丙酮(acetone),化学药品味
芹菜,丙酮(acetone),反胃感
芹菜,丙酮(acetone),呛辣味
苹果,丙酮(acetone),乙醚味
苹果,丙酮(acetone),化学药品味
苹果,丙酮(acetone),反胃感
苹果,丙酮(acetone),呛辣味
螃蟹,丙酮(acetone),乙醚味
螃蟹,丙酮(acetone),化学药品味
螃蟹,丙酮(acetone),反胃感
螃蟹,丙酮(acetone),呛辣味
野味肉类,丙酮(acetone),乙醚味
野味肉类,丙酮(acetone),化学药品味
野味肉类,丙酮(acetone),反胃感
野味肉类,丙酮(acetone),呛辣味
大蒜,丙烯醇(allyl alcohol),呛辣味
大蒜,丙烯醇(allyl alcohol),黄芥末味
抱子甘蓝,丙烯醇(allyl alcohol),呛辣味
抱子甘蓝,丙烯醇(allyl alcohol),黄芥末味
番茄,丙烯醇(allyl alcohol),呛辣味
番茄,丙烯醇(allyl alcohol),黄芥末味
白兰地,丙烯醇(allyl alcohol),呛辣味
白兰地,丙烯醇(allyl alcohol),黄芥末味
蜂蜜,丙烯醇(allyl alcohol),呛辣味
蜂蜜,丙烯醇(allyl alcohol),黄芥末味
高丽菜,丙烯醇(allyl alcohol),呛辣味
高丽菜,丙烯醇(allyl alcohol),黄芥末味
接骨木莓,沉香醇氧化物D(linalool oxide D)​,柑橘味
接骨木莓,沉香醇氧化物D(linalool oxide D)​,甜香
接骨木莓,沉香醇氧化物D(linalool oxide D)​,生青味
接骨木莓,沉香醇氧化物D(linalool oxide D)​,花香
接骨木莓,沉香醇氧化物D(linalool oxide D)​,香水味
无花果,沉香醇氧化物D(linalool oxide D)​,柑橘味
无花果,沉香醇氧化物D(linalool oxide D)​,甜香
无花果,沉香醇氧化物D(linalool oxide D)​,生青味
无花果,沉香醇氧化物D(linalool oxide D)​,花香
无花果,沉香醇氧化物D(linalool oxide D)​,香水味
柠檬香蜂草,沉香醇氧化物D(linalool oxide D)​,柑橘味
柠檬香蜂草,沉香醇氧化物D(linalool oxide D)​,甜香
柠檬香蜂草,沉香醇氧化物D(linalool oxide D)​,生青味
柠檬香蜂草,沉香醇氧化物D(linalool oxide D)​,花香
柠檬香蜂草,沉香醇氧化物D(linalool oxide D)​,香水味
草莓,沉香醇氧化物D(linalool oxide D)​,柑橘味
草莓,沉香醇氧化物D(linalool oxide D)​,甜香
草莓,沉香醇氧化物D(linalool oxide D)​,生青味
草莓,沉香醇氧化物D(linalool oxide D)​,花香
草莓,沉香醇氧化物D(linalool oxide D)​,香水味
葡萄,沉香醇氧化物D(linalool oxide D)​,柑橘味
葡萄,沉香醇氧化物D(linalool oxide D)​,甜香
葡萄,沉香醇氧化物D(linalool oxide D)​,生青味
葡萄,沉香醇氧化物D(linalool oxide D)​,花香
葡萄,沉香醇氧化物D(linalool oxide D)​,香水味
鼠尾草,沉香醇氧化物D(linalool oxide D)​,柑橘味
鼠尾草,沉香醇氧化物D(linalool oxide D)​,甜香
鼠尾草,沉香醇氧化物D(linalool oxide D)​,生青味
鼠尾草,沉香醇氧化物D(linalool oxide D)​,花香
鼠尾草,沉香醇氧化物D(linalool oxide D)​,香水味
