食材,风味物质及英文名,风味描述
朝鲜蓟,​2-乙酰基噻唑(2-acetylthiazole)​​,坚果味
朝鲜蓟,​2-乙酰基噻唑(2-acetylthiazole)​​,焙火香
朝鲜蓟,​2-乙酰基噻唑(2-acetylthiazole)​​,爆米花味
朝鲜蓟,​2-乙酰基噻唑(2-acetylthiazole)​​,硫磺味
猪肉,​2-乙酰基噻唑(2-acetylthiazole)​​,坚果味
猪肉,​2-乙酰基噻唑(2-acetylthiazole)​​,焙火香
猪肉,​2-乙酰基噻唑(2-acetylthiazole)​​,爆米花味
猪肉,​2-乙酰基噻唑(2-acetylthiazole)​​,硫磺味
玉米,​2-乙酰基噻唑(2-acetylthiazole)​​,坚果味
玉米,​2-乙酰基噻唑(2-acetylthiazole)​​,焙火香
玉米,​2-乙酰基噻唑(2-acetylthiazole)​​,爆米花味
玉米,​2-乙酰基噻唑(2-acetylthiazole)​​,硫磺味
芝麻,​2-乙酰基噻唑(2-acetylthiazole)​​,坚果味
芝麻,​2-乙酰基噻唑(2-acetylthiazole)​​,焙火香
芝麻,​2-乙酰基噻唑(2-acetylthiazole)​​,爆米花味
芝麻,​2-乙酰基噻唑(2-acetylthiazole)​​,硫磺味
虾,​2-乙酰基噻唑(2-acetylthiazole)​​,坚果味
虾,​2-乙酰基噻唑(2-acetylthiazole)​​,焙火香
虾,​2-乙酰基噻唑(2-acetylthiazole)​​,爆米花味
虾,​2-乙酰基噻唑(2-acetylthiazole)​​,硫磺味
蛤蜊,​2-乙酰基噻唑(2-acetylthiazole)​​,坚果味
蛤蜊,​2-乙酰基噻唑(2-acetylthiazole)​​,焙火香
蛤蜊,​2-乙酰基噻唑(2-acetylthiazole)​​,爆米花味
蛤蜊,​2-乙酰基噻唑(2-acetylthiazole)​​,硫磺味
高丽菜,​2-乙酰基噻唑(2-acetylthiazole)​​,坚果味
高丽菜,​2-乙酰基噻唑(2-acetylthiazole)​​,焙火香
高丽菜,​2-乙酰基噻唑(2-acetylthiazole)​​,爆米花味
高丽菜,​2-乙酰基噻唑(2-acetylthiazole)​​,硫磺味
咖啡,​2-乙酰噻吩(2-acetylthiophene)​​,硫磺味
猪肉,​2-乙酰噻吩(2-acetylthiophene)​​,硫磺味
番茄,​2-乙酰噻吩(2-acetylthiophene)​​,硫磺味
芦笋,​2-乙酰噻吩(2-acetylthiophene)​​,硫磺味
虾酱,​2-乙酰噻吩(2-acetylthiophene)​​,硫磺味
面包,​2-乙酰噻吩(2-acetylthiophene)​​,硫磺味
椒类,​2-异丁基-3-甲氧基吡嗪(2-isobutyl-3-methoxypyrazine)​​,土壤味
椒类,​2-异丁基-3-甲氧基吡嗪(2-isobutyl-3-methoxypyrazine)​​,花香
椒类,​2-异丁基-3-甲氧基吡嗪(2-isobutyl-3-methoxypyrazine)​​,豌豆味
椒类,​2-异丁基-3-甲氧基吡嗪(2-isobutyl-3-methoxypyrazine)​​,青椒味
欧洲防风草,​2-异丁基-3-甲氧基吡嗪(2-isobutyl-3-methoxypyrazine)​​,土壤味
欧洲防风草,​2-异丁基-3-甲氧基吡嗪(2-isobutyl-3-methoxypyrazine)​​,花香
欧洲防风草,​2-异丁基-3-甲氧基吡嗪(2-isobutyl-3-methoxypyrazine)​​,豌豆味
欧洲防风草,​2-异丁基-3-甲氧基吡嗪(2-isobutyl-3-methoxypyrazine)​​,青椒味
菠萝,​3-(甲硫基)-丙酸乙酯(3-[methylthio]propanoic acid ethyl ester)​​,大蒜味
菠萝,​3-(甲硫基)-丙酸乙酯(3-[methylthio]propanoic acid ethyl ester)​​,洋葱味
菠萝,​3-(甲硫基)-丙酸乙酯(3-[methylthio]propanoic acid ethyl ester)​​,番茄味
菠萝,​3-(甲硫基)-丙酸乙酯(3-[methylthio]propanoic acid ethyl ester)​​,硫磺味
菠萝,​3-(甲硫基)-丙酸乙酯(3-[methylthio]propanoic acid ethyl ester)​​,菠萝味
马铃薯,"​3,5-二乙基-2-甲基吡嗪(3,5-diethyl-2-methylpyrazine)​​",可可味
马铃薯,"​3,5-二乙基-2-甲基吡嗪(3,5-diethyl-2-methylpyrazine)​​",朗姆酒味
马铃薯,"​3,5-二乙基-2-甲基吡嗪(3,5-diethyl-2-methylpyrazine)​​",烘焙味
马铃薯,"​3,5-二乙基-2-甲基吡嗪(3,5-diethyl-2-methylpyrazine)​​",焙火香
马铃薯,"​3,5-二乙基-2-甲基吡嗪(3,5-diethyl-2-methylpyrazine)​​",甜香
可可,​3-甲酚(3-methylphenol)​,尿味
可可,​3-甲酚(3-methylphenol)​,排泄物味
可可,​3-甲酚(3-methylphenol)​,苯酚味
可可,​3-甲酚(3-methylphenol)​,药味
可可,​3-甲酚(3-methylphenol)​,辛辣感
朗姆酒,​3-甲酚(3-methylphenol)​,尿味
朗姆酒,​3-甲酚(3-methylphenol)​,排泄物味
朗姆酒,​3-甲酚(3-methylphenol)​,苯酚味
朗姆酒,​3-甲酚(3-methylphenol)​,药味
朗姆酒,​3-甲酚(3-methylphenol)​,辛辣感
榛果,​3-甲酚(3-methylphenol)​,尿味
榛果,​3-甲酚(3-methylphenol)​,排泄物味
榛果,​3-甲酚(3-methylphenol)​,苯酚味
榛果,​3-甲酚(3-methylphenol)​,药味
榛果,​3-甲酚(3-methylphenol)​,辛辣感
猪肉,​3-甲酚(3-methylphenol)​,尿味
猪肉,​3-甲酚(3-methylphenol)​,排泄物味
猪肉,​3-甲酚(3-methylphenol)​,苯酚味
猪肉,​3-甲酚(3-methylphenol)​,药味
猪肉,​3-甲酚(3-methylphenol)​,辛辣感
芝士,​3-甲酚(3-methylphenol)​,尿味
芝士,​3-甲酚(3-methylphenol)​,排泄物味
芝士,​3-甲酚(3-methylphenol)​,苯酚味
芝士,​3-甲酚(3-methylphenol)​,药味
芝士,​3-甲酚(3-methylphenol)​,辛辣感
菇类,​3-甲酚(3-methylphenol)​,尿味
菇类,​3-甲酚(3-methylphenol)​,排泄物味
菇类,​3-甲酚(3-methylphenol)​,苯酚味
菇类,​3-甲酚(3-methylphenol)​,药味
菇类,​3-甲酚(3-methylphenol)​,辛辣感
葡萄,​3-甲酚(3-methylphenol)​,尿味
葡萄,​3-甲酚(3-methylphenol)​,排泄物味
葡萄,​3-甲酚(3-methylphenol)​,苯酚味
葡萄,​3-甲酚(3-methylphenol)​,药味
葡萄,​3-甲酚(3-methylphenol)​,辛辣感
番茄,​3-甲基-1-丁醇(3-methyl-1-butanol)​​,可可味
番茄,​3-甲基-1-丁醇(3-methyl-1-butanol)​​,汽油味
番茄,​3-甲基-1-丁醇(3-methyl-1-butanol)​​,花香
番茄,​3-甲基-1-丁醇(3-methyl-1-butanol)​​,香蕉味
番茄,​3-甲基-1-丁醇(3-methyl-1-butanol)​​,麦芽味
栉瓜,​3-甲基丁醛(3-methylbutanal)​​,发酵味
栉瓜,​3-甲基丁醛(3-methylbutanal)​​,可可味
栉瓜,​3-甲基丁醛(3-methylbutanal)​​,杏仁味
栉瓜,​3-甲基丁醛(3-methylbutanal)​​,榛果味
栉瓜,​3-甲基丁醛(3-methylbutanal)​​,煮熟蔬菜味
栉瓜,​3-甲基丁醛(3-methylbutanal)​​,辛香味
栉瓜,​3-甲基丁醛(3-methylbutanal)​​,麦芽味
番茄,​3-甲基丁醛(3-methylbutanal)​​,发酵味
番茄,​3-甲基丁醛(3-methylbutanal)​​,可可味
番茄,​3-甲基丁醛(3-methylbutanal)​​,杏仁味
番茄,​3-甲基丁醛(3-methylbutanal)​​,榛果味
番茄,​3-甲基丁醛(3-methylbutanal)​​,煮熟蔬菜味
番茄,​3-甲基丁醛(3-methylbutanal)​​,辛香味
番茄,​3-甲基丁醛(3-methylbutanal)​​,麦芽味
胡桃,​3-甲基丁醛(3-methylbutanal)​​,发酵味
胡桃,​3-甲基丁醛(3-methylbutanal)​​,可可味
胡桃,​3-甲基丁醛(3-methylbutanal)​​,杏仁味
胡桃,​3-甲基丁醛(3-methylbutanal)​​,榛果味
胡桃,​3-甲基丁醛(3-methylbutanal)​​,煮熟蔬菜味
胡桃,​3-甲基丁醛(3-methylbutanal)​​,辛香味
胡桃,​3-甲基丁醛(3-methylbutanal)​​,麦芽味
谷类,​3-甲基丁醛(3-methylbutanal)​​,发酵味
谷类,​3-甲基丁醛(3-methylbutanal)​​,可可味
谷类,​3-甲基丁醛(3-methylbutanal)​​,杏仁味
谷类,​3-甲基丁醛(3-methylbutanal)​​,榛果味
谷类,​3-甲基丁醛(3-methylbutanal)​​,煮熟蔬菜味
谷类,​3-甲基丁醛(3-methylbutanal)​​,辛香味
谷类,​3-甲基丁醛(3-methylbutanal)​​,麦芽味
啤酒,​3-甲基丁酸异戊酯(isopentyl 3-methylbutanoate)​​,果香
墨西哥辣椒,​3-甲基丁酸异戊酯(isopentyl 3-methylbutanoate)​​,果香
梅子,​3-甲基丁酸异戊酯(isopentyl 3-methylbutanoate)​​,果香
芒果,​3-甲基丁酸异戊酯(isopentyl 3-methylbutanoate)​​,果香
菊苣,​3-甲基丁酸异戊酯(isopentyl 3-methylbutanoate)​​,果香
香蕉,​3-甲基丁酸异戊酯(isopentyl 3-methylbutanoate)​​,果香
南瓜,​3-甲硫基丙醛(3-[methylthio]propanal)​​,煮熟马铃薯味
南瓜,​3-甲硫基丙醛(3-[methylthio]propanal)​​,黄豆味
咖喱,​3-甲硫基丙醛(3-[methylthio]propanal)​​,煮熟马铃薯味
咖喱,​3-甲硫基丙醛(3-[methylthio]propanal)​​,黄豆味
干贝,​3-甲硫基丙醛(3-[methylthio]propanal)​​,煮熟马铃薯味
干贝,​3-甲硫基丙醛(3-[methylthio]propanal)​​,黄豆味
开心果,​3-甲硫基丙醛(3-[methylthio]propanal)​​,煮熟马铃薯味
开心果,​3-甲硫基丙醛(3-[methylthio]propanal)​​,黄豆味
柑橘类,​3-甲硫基丙醛(3-[methylthio]propanal)​​,煮熟马铃薯味
柑橘类,​3-甲硫基丙醛(3-[methylthio]propanal)​​,黄豆味
栉瓜,​3-甲硫基丙醛(3-[methylthio]propanal)​​,煮熟马铃薯味
栉瓜,​3-甲硫基丙醛(3-[methylthio]propanal)​​,黄豆味
欧洲防风草,​3-甲硫基丙醛(3-[methylthio]propanal)​​,煮熟马铃薯味
欧洲防风草,​3-甲硫基丙醛(3-[methylthio]propanal)​​,黄豆味
甜瓜类,​3-甲硫基丙醛(3-[methylthio]propanal)​​,煮熟马铃薯味
甜瓜类,​3-甲硫基丙醛(3-[methylthio]propanal)​​,黄豆味
番茄,​3-甲硫基丙醛(3-[methylthio]propanal)​​,煮熟马铃薯味
番茄,​3-甲硫基丙醛(3-[methylthio]propanal)​​,黄豆味
芝麻,​3-甲硫基丙醛(3-[methylthio]propanal)​​,煮熟马铃薯味
芝麻,​3-甲硫基丙醛(3-[methylthio]propanal)​​,黄豆味
苹果,​3-甲硫基丙醛(3-[methylthio]propanal)​​,煮熟马铃薯味
苹果,​3-甲硫基丙醛(3-[methylthio]propanal)​​,黄豆味
鸡蛋,​3-甲硫基丙醛(3-[methylthio]propanal)​​,煮熟马铃薯味
鸡蛋,​3-甲硫基丙醛(3-[methylthio]propanal)​​,黄豆味
墨西哥辣椒,​3-蒎烯(3-carene),呛辣味
墨西哥辣椒,​3-蒎烯(3-carene),柠檬味
墨西哥辣椒,​3-蒎烯(3-carene),树脂味
墨西哥辣椒,​3-蒎烯(3-carene),橡胶味
墨西哥辣椒,​3-蒎烯(3-carene),甜椒味
姜,​3-蒎烯(3-carene),呛辣味
姜,​3-蒎烯(3-carene),柠檬味
姜,​3-蒎烯(3-carene),树脂味
姜,​3-蒎烯(3-carene),橡胶味
姜,​3-蒎烯(3-carene),甜椒味
小豆蔻,​3-蒎烯(3-carene),呛辣味
小豆蔻,​3-蒎烯(3-carene),柠檬味
小豆蔻,​3-蒎烯(3-carene),树脂味
小豆蔻,​3-蒎烯(3-carene),橡胶味
小豆蔻,​3-蒎烯(3-carene),甜椒味
椒类,​3-蒎烯(3-carene),呛辣味
椒类,​3-蒎烯(3-carene),柠檬味
椒类,​3-蒎烯(3-carene),树脂味
椒类,​3-蒎烯(3-carene),橡胶味
椒类,​3-蒎烯(3-carene),甜椒味
欧芹,​3-蒎烯(3-carene),呛辣味
欧芹,​3-蒎烯(3-carene),柠檬味
欧芹,​3-蒎烯(3-carene),树脂味
欧芹,​3-蒎烯(3-carene),橡胶味
欧芹,​3-蒎烯(3-carene),甜椒味
猕猴桃,​3-蒎烯(3-carene),呛辣味
猕猴桃,​3-蒎烯(3-carene),柠檬味
猕猴桃,​3-蒎烯(3-carene),树脂味
猕猴桃,​3-蒎烯(3-carene),橡胶味
猕猴桃,​3-蒎烯(3-carene),甜椒味
罗勒,​3-蒎烯(3-carene),呛辣味
罗勒,​3-蒎烯(3-carene),柠檬味
罗勒,​3-蒎烯(3-carene),树脂味
罗勒,​3-蒎烯(3-carene),橡胶味
罗勒,​3-蒎烯(3-carene),甜椒味
茄子,​3-蒎烯(3-carene),呛辣味
茄子,​3-蒎烯(3-carene),柠檬味
茄子,​3-蒎烯(3-carene),树脂味
茄子,​3-蒎烯(3-carene),橡胶味
茄子,​3-蒎烯(3-carene),甜椒味
茴香芹,​3-蒎烯(3-carene),呛辣味
茴香芹,​3-蒎烯(3-carene),柠檬味
茴香芹,​3-蒎烯(3-carene),树脂味
茴香芹,​3-蒎烯(3-carene),橡胶味
茴香芹,​3-蒎烯(3-carene),甜椒味
莱姆,​3-蒎烯(3-carene),呛辣味
莱姆,​3-蒎烯(3-carene),柠檬味
莱姆,​3-蒎烯(3-carene),树脂味
莱姆,​3-蒎烯(3-carene),橡胶味
莱姆,​3-蒎烯(3-carene),甜椒味
萝卜,​3-蒎烯(3-carene),呛辣味
萝卜,​3-蒎烯(3-carene),柠檬味
萝卜,​3-蒎烯(3-carene),树脂味
萝卜,​3-蒎烯(3-carene),橡胶味
萝卜,​3-蒎烯(3-carene),甜椒味
葛缕子,​3-蒎烯(3-carene),呛辣味
葛缕子,​3-蒎烯(3-carene),柠檬味
葛缕子,​3-蒎烯(3-carene),树脂味
葛缕子,​3-蒎烯(3-carene),橡胶味
葛缕子,​3-蒎烯(3-carene),甜椒味
蜂蜜,​3-蒎烯(3-carene),呛辣味
蜂蜜,​3-蒎烯(3-carene),柠檬味
蜂蜜,​3-蒎烯(3-carene),树脂味
蜂蜜,​3-蒎烯(3-carene),橡胶味
蜂蜜,​3-蒎烯(3-carene),甜椒味
黑胡椒,​3-蒎烯(3-carene),呛辣味
黑胡椒,​3-蒎烯(3-carene),柠檬味
黑胡椒,​3-蒎烯(3-carene),树脂味
黑胡椒,​3-蒎烯(3-carene),橡胶味
黑胡椒,​3-蒎烯(3-carene),甜椒味
大麦,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
大麦,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
大麦,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
大麦,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
大麦,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
大麦,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
大麦,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
无花果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
无花果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
无花果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
无花果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
无花果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
无花果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
无花果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
樱桃,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
樱桃,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
樱桃,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
樱桃,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
樱桃,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
樱桃,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
樱桃,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
橄榄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
橄榄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
橄榄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
橄榄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
橄榄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
橄榄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
橄榄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
淡菜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
淡菜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
淡菜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
淡菜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
淡菜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
淡菜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
淡菜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
牛油果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
牛油果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
牛油果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
牛油果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
牛油果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
牛油果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
牛油果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
牛肉,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
牛肉,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
牛肉,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
牛肉,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
牛肉,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
牛肉,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
牛肉,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
甲壳类,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
甲壳类,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
甲壳类,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
甲壳类,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
甲壳类,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
甲壳类,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
甲壳类,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
番茄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
番茄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
番茄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
番茄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
番茄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
番茄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
番茄,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
百香果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
百香果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
百香果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
百香果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
百香果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
百香果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
百香果,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
胡萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
胡萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
胡萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
胡萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
胡萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
胡萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
胡萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
芦笋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
芦笋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
芦笋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
芦笋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
芦笋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
芦笋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
芦笋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
萝卜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
蓝纹奶酪,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
蓝纹奶酪,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
蓝纹奶酪,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
蓝纹奶酪,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
蓝纹奶酪,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
蓝纹奶酪,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
蓝纹奶酪,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
蛤蜊,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
蛤蜊,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
蛤蜊,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
蛤蜊,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
蛤蜊,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
蛤蜊,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
蛤蜊,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
蜂蜜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
蜂蜜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
蜂蜜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
蜂蜜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
蜂蜜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
蜂蜜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
蜂蜜,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
酸奶,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
酸奶,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
酸奶,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
酸奶,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
酸奶,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
酸奶,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
酸奶,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
醋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
醋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
醋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,汗味
醋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,油耗味
醋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,湿土壤味
醋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,青椒味
醋,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,鲜奶油味
香草,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,奶油味
香草,​3-羟基-2-丁酮(3-hydroxy-2-butanone)​​,树脂味
